;w1;w2;w3;expected;prdicted;cosine;group;result
293;безопасный;безопасно;быстро;быстрый;быстрый;0.9656895995140076;: gram1-adjective-to-adverb;True
294;безопасный;безопасно;тихо;тихий;тихий;0.827337920665741;: gram1-adjective-to-adverb;True
295;безопасный;безопасно;быстро;быстрый;быстрый;0.9656895995140076;: gram1-adjective-to-adverb;True
296;безопасный;безопасно;редко;редкий;нечасто;0.9456028342247009;: gram1-adjective-to-adverb;False
297;серьезный;серьезно;медленно;медленный;медленное;0.9255505204200745;: gram1-adjective-to-adverb;False
298;серьезный;серьезно;быстро;быстрый;быстрое;0.9581716060638428;: gram1-adjective-to-adverb;False
299;серьезный;серьезно;типично;типичный;типичным;0.943056046962738;: gram1-adjective-to-adverb;False
300;серьезный;серьезно;обычно;обычный;часто;0.933768093585968;: gram1-adjective-to-adverb;False
301;серьезный;серьезно;спокойно;спокойный;спокойный;0.8920658230781555;: gram1-adjective-to-adverb;True
302;серьезный;серьезно;полностью;полный;целиком;0.9190244078636169;: gram1-adjective-to-adverb;False
303;серьезный;серьезно;эффективно;эффективный;эффективный;0.9850993156433105;: gram1-adjective-to-adverb;True
304;серьезный;серьезно;бесплатно;бесплатно;бесплатный;0.9282827377319336;: gram1-adjective-to-adverb;False
305;серьезный;серьезно;больше;наибольший;больший;0.9578331708908081;: gram1-adjective-to-adverb;False
306;серьезный;серьезно;случайно;случайный;случайное;0.8534727096557617;: gram1-adjective-to-adverb;False
307;серьезный;серьезно;возможно;возможный;вероятно;0.963282585144043;: gram1-adjective-to-adverb;False
308;серьезный;серьезно;точно;точный;точное;0.8970592617988586;: gram1-adjective-to-adverb;False
309;серьезный;серьезно;профессионально;профессиональный;профессиональный;0.9521392583847046;: gram1-adjective-to-adverb;True
310;серьезный;серьезно;быстро;быстрый;быстрое;0.9581716060638428;: gram1-adjective-to-adverb;False
311;серьезный;серьезно;тихо;тихий;тихий;0.8248453736305237;: gram1-adjective-to-adverb;True
312;серьезный;серьезно;быстро;быстрый;быстрое;0.9581716060638428;: gram1-adjective-to-adverb;False
313;серьезный;серьезно;редко;редкий;нечасто;0.9377918243408203;: gram1-adjective-to-adverb;False
314;серьезный;серьезно;безопасно;безопасный;безопасного;0.9455548524856567;: gram1-adjective-to-adverb;False
315;медленный;медленно;быстро;быстрый;быстрый;0.9897559881210327;: gram1-adjective-to-adverb;True
316;медленный;медленно;типично;типичный;типичный;0.9422280788421631;: gram1-adjective-to-adverb;True
317;медленный;медленно;обычно;обычный;традиционно;0.9205076098442078;: gram1-adjective-to-adverb;False
318;медленный;медленно;спокойно;спокойный;благополучно;0.8325977921485901;: gram1-adjective-to-adverb;False
319;медленный;медленно;полностью;полный;полный;0.900115966796875;: gram1-adjective-to-adverb;True
320;медленный;медленно;эффективно;эффективный;эффективный;1.0031241178512573;: gram1-adjective-to-adverb;True
321;медленный;медленно;бесплатно;бесплатно;бесплатный;0.9007667303085327;: gram1-adjective-to-adverb;False
322;медленный;медленно;больше;наибольший;больший;1.015272855758667;: gram1-adjective-to-adverb;False
323;медленный;медленно;случайно;случайный;случайное;0.830409586429596;: gram1-adjective-to-adverb;False
324;медленный;медленно;возможно;возможный;вероятно;0.9626355767250061;: gram1-adjective-to-adverb;False
325;медленный;медленно;точно;точный;точности;0.8787587285041809;: gram1-adjective-to-adverb;False
326;медленный;медленно;профессионально;профессиональный;профессиональный;0.9761509895324707;: gram1-adjective-to-adverb;True
327;медленный;медленно;быстро;быстрый;быстрый;0.9897559881210327;: gram1-adjective-to-adverb;True
328;медленный;медленно;тихо;тихий;тихий;0.8011360764503479;: gram1-adjective-to-adverb;True
329;медленный;медленно;быстро;быстрый;быстрый;0.9897559881210327;: gram1-adjective-to-adverb;True
330;медленный;медленно;редко;редкий;редкий;0.8643040060997009;: gram1-adjective-to-adverb;True
331;медленный;медленно;безопасно;безопасный;безопасного;0.9370986819267273;: gram1-adjective-to-adverb;False
332;медленный;медленно;серьезно;серьезный;серьезный;1.0045121908187866;: gram1-adjective-to-adverb;True
333;быстрый;быстро;типично;типичный;типичный;0.8879887461662292;: gram1-adjective-to-adverb;True
334;быстрый;быстро;обычно;обычный;традиционно;0.8564378023147583;: gram1-adjective-to-adverb;False
335;быстрый;быстро;спокойно;спокойный;спокойной;0.937480092048645;: gram1-adjective-to-adverb;False
336;быстрый;быстро;полностью;полный;полный;0.9231542944908142;: gram1-adjective-to-adverb;True
337;быстрый;быстро;эффективно;эффективный;эффективный;0.953954815864563;: gram1-adjective-to-adverb;True
338;быстрый;быстро;бесплатно;бесплатно;бесплатное;0.9282092452049255;: gram1-adjective-to-adverb;False
339;быстрый;быстро;больше;наибольший;больший;0.9676336646080017;: gram1-adjective-to-adverb;False
340;быстрый;быстро;случайно;случайный;случайное;0.7881191372871399;: gram1-adjective-to-adverb;False
341;быстрый;быстро;возможно;возможный;возможен;0.8924306035041809;: gram1-adjective-to-adverb;False
342;быстрый;быстро;точно;точный;точная;0.8692048192024231;: gram1-adjective-to-adverb;False
343;быстрый;быстро;профессионально;профессиональный;профессиональный;0.905484676361084;: gram1-adjective-to-adverb;True
344;быстрый;быстро;быстро;быстрый;быстрым;0.9519802331924438;: gram1-adjective-to-adverb;False
345;быстрый;быстро;тихо;тихий;тихий;0.8618705868721008;: gram1-adjective-to-adverb;True
346;быстрый;быстро;быстро;быстрый;быстрым;0.9519802331924438;: gram1-adjective-to-adverb;False
347;быстрый;быстро;редко;редкий;нечасто;0.8710479736328125;: gram1-adjective-to-adverb;False
348;быстрый;быстро;безопасно;безопасный;безопасный;0.9396544694900513;: gram1-adjective-to-adverb;True
349;быстрый;быстро;серьезно;серьезный;серьезный;0.9133026599884033;: gram1-adjective-to-adverb;True
350;быстрый;быстро;медленно;медленный;медленное;0.9300552010536194;: gram1-adjective-to-adverb;False
351;типичный;типично;обычно;обычный;часто;0.9195519685745239;: gram1-adjective-to-adverb;False
352;типичный;типично;спокойно;спокойный;спокойной;0.9421209096908569;: gram1-adjective-to-adverb;False
353;типичный;типично;полностью;полный;полный;0.9726243019104004;: gram1-adjective-to-adverb;True
354;типичный;типично;эффективно;эффективный;эффективный;0.9521675705909729;: gram1-adjective-to-adverb;True
355;типичный;типично;бесплатно;бесплатно;бесплатной;0.9164568185806274;: gram1-adjective-to-adverb;False
356;типичный;типично;больше;наибольший;больший;0.9505884051322937;: gram1-adjective-to-adverb;False
357;типичный;типично;случайно;случайный;случайное;0.8718032836914062;: gram1-adjective-to-adverb;False
358;типичный;типично;возможно;возможный;возможен;0.958037257194519;: gram1-adjective-to-adverb;False
359;типичный;типично;точно;точный;точный;0.8852831125259399;: gram1-adjective-to-adverb;True
360;типичный;типично;профессионально;профессиональный;профессиональный;0.9236370921134949;: gram1-adjective-to-adverb;True
361;типичный;типично;быстро;быстрый;быстрому;0.9323318004608154;: gram1-adjective-to-adverb;False
362;типичный;типично;тихо;тихий;тихий;0.8488112092018127;: gram1-adjective-to-adverb;True
363;типичный;типично;быстро;быстрый;быстрому;0.9323318004608154;: gram1-adjective-to-adverb;False
364;типичный;типично;редко;редкий;нечасто;0.9628045558929443;: gram1-adjective-to-adverb;False
365;типичный;типично;безопасно;безопасный;безопасный;0.9026214480400085;: gram1-adjective-to-adverb;True
366;типичный;типично;серьезно;серьезный;серьезная;0.9583080410957336;: gram1-adjective-to-adverb;False
367;типичный;типично;медленно;медленный;медленным;0.940168559551239;: gram1-adjective-to-adverb;False
368;типичный;типично;быстро;быстрый;быстрому;0.9323318004608154;: gram1-adjective-to-adverb;False
369;обычный;обычно;спокойно;спокойный;спокойной;1.003097414970398;: gram1-adjective-to-adverb;False
370;обычный;обычно;полностью;полный;чисто;0.9941887259483337;: gram1-adjective-to-adverb;False
371;обычный;обычно;эффективно;эффективный;эффективное;0.8686718344688416;: gram1-adjective-to-adverb;False
372;обычный;обычно;бесплатно;бесплатно;чистый;0.9155658483505249;: gram1-adjective-to-adverb;False
373;обычный;обычно;больше;наибольший;меньше;0.8534120917320251;: gram1-adjective-to-adverb;False
374;обычный;обычно;случайно;случайный;праздн;0.8833599090576172;: gram1-adjective-to-adverb;False
375;обычный;обычно;возможно;возможный;возможен;0.832518458366394;: gram1-adjective-to-adverb;False
376;обычный;обычно;точно;точный;обычную;0.9194735288619995;: gram1-adjective-to-adverb;False
377;обычный;обычно;профессионально;профессиональный;обычные;0.8901867270469666;: gram1-adjective-to-adverb;False
378;обычный;обычно;быстро;быстрый;обычную;0.8549725413322449;: gram1-adjective-to-adverb;False
379;обычный;обычно;тихо;тихий;обычную;0.8944405317306519;: gram1-adjective-to-adverb;False
380;обычный;обычно;быстро;быстрый;обычную;0.8549725413322449;: gram1-adjective-to-adverb;False
381;обычный;обычно;редко;редкий;пустой;0.9378981590270996;: gram1-adjective-to-adverb;False
382;обычный;обычно;безопасно;безопасный;обычную;0.8953611850738525;: gram1-adjective-to-adverb;False
383;обычный;обычно;серьезно;серьезный;обычную;0.8828320503234863;: gram1-adjective-to-adverb;False
384;обычный;обычно;медленно;медленный;пустой;0.9435548186302185;: gram1-adjective-to-adverb;False
385;обычный;обычно;быстро;быстрый;обычную;0.8549725413322449;: gram1-adjective-to-adverb;False
386;обычный;обычно;типично;типичный;типичная;0.959839940071106;: gram1-adjective-to-adverb;False
387;определенный;неопределенный;неизвестный;известный;известное;0.9529154300689697;: gram2-opposite;False
388;известный;неизвестный;неопределенный;определенный;длительной;0.835684061050415;: gram2-opposite;False
389;плохой;хуже;ярче;яркий;яркой;0.8304821848869324;: gram3-comparative;False
390;плохой;хуже;глубже;глубокий;глубокий;0.8493237495422363;: gram3-comparative;True
391;плохой;хуже;легче;легко;тяжело;0.8124129772186279;: gram3-comparative;False
392;плохой;хуже;быстрее;быстрый;быстрый;0.9034653306007385;: gram3-comparative;True
393;плохой;хуже;труднее;трудный;плохая;0.8928703665733337;: gram3-comparative;False
394;плохой;хуже;тяжелее;тяжелый;плохом;0.8876868486404419;: gram3-comparative;False
395;плохой;хуже;выше;высокий;упомянутые;0.829131543636322;: gram3-comparative;False
396;плохой;хуже;ниже;низкий;низкой;0.903849184513092;: gram3-comparative;False
397;плохой;хуже;быстрее;быстрый;быстрый;0.9034653306007385;: gram3-comparative;True
398;плохой;хуже;короче;короткий;коротким;0.8345560431480408;: gram3-comparative;False
399;плохой;хуже;проще;простой;сложная;0.7967718243598938;: gram3-comparative;False
400;плохой;хуже;медленнее;медленный;медлен;0.8950573205947876;: gram3-comparative;False
401;плохой;хуже;меньше;маленький;недостаточной;0.8416852951049805;: gram3-comparative;False
402;плохой;хуже;сильнее;сильный;сильный;0.8583735823631287;: gram3-comparative;True
403;плохой;хуже;выше;высокий;упомянутые;0.829131543636322;: gram3-comparative;False
404;плохой;хуже;слабее;слабый;слабыми;0.921541154384613;: gram3-comparative;False
405;плохой;хуже;шире;широкий;широкая;0.7878936529159546;: gram3-comparative;False
406;плохой;хуже;моложе;молодые;старше;0.8787452578544617;: gram3-comparative;False
407;яркий;ярче;глубже;глубокий;глубокий;0.8650789856910706;: gram3-comparative;True
408;яркий;ярче;легче;легко;удачный;0.8299345970153809;: gram3-comparative;False
409;яркий;ярче;быстрее;быстрый;быстрый;0.8901745080947876;: gram3-comparative;True
410;яркий;ярче;труднее;трудный;сложно;0.888579785823822;: gram3-comparative;False
411;яркий;ярче;тяжелее;тяжелый;тяжелым;0.8804077506065369;: gram3-comparative;False
412;яркий;ярче;выше;высокий;приведен;0.9372342824935913;: gram3-comparative;False
413;яркий;ярче;ниже;низкий;близкая;0.8935633897781372;: gram3-comparative;False
414;яркий;ярче;быстрее;быстрый;быстрый;0.8901745080947876;: gram3-comparative;True
415;яркий;ярче;короче;короткий;характерная;0.8789527416229248;: gram3-comparative;False
416;яркий;ярче;проще;простой;типичным;0.8626944422721863;: gram3-comparative;False
417;яркий;ярче;медленнее;медленный;медленный;0.8780567049980164;: gram3-comparative;True
418;яркий;ярче;меньше;маленький;малая;0.849678099155426;: gram3-comparative;False
419;яркий;ярче;сильнее;сильный;ярким;0.8794050812721252;: gram3-comparative;False
420;яркий;ярче;выше;высокий;приведен;0.9372342824935913;: gram3-comparative;False
421;яркий;ярче;слабее;слабый;слабый;0.8945843577384949;: gram3-comparative;True
422;яркий;ярче;шире;широкий;ярким;0.8435345888137817;: gram3-comparative;False
423;яркий;ярче;моложе;молодые;младше;0.8833667039871216;: gram3-comparative;False
424;яркий;ярче;хуже;плохой;плохой;0.9202108979225159;: gram3-comparative;True
425;глубокий;глубже;легче;легко;тяжело;0.9018886685371399;: gram3-comparative;False
426;глубокий;глубже;быстрее;быстрый;быстрый;0.9988124370574951;: gram3-comparative;True
427;глубокий;глубже;труднее;трудный;трудной;0.9621955752372742;: gram3-comparative;False
428;глубокий;глубже;тяжелее;тяжелый;тяжелый;1.0250433683395386;: gram3-comparative;True
429;глубокий;глубже;выше;высокий;высокую;0.9109456539154053;: gram3-comparative;False
430;глубокий;глубже;ниже;низкий;низких;0.9681739807128906;: gram3-comparative;False
431;глубокий;глубже;быстрее;быстрый;быстрый;0.9988124370574951;: gram3-comparative;True
432;глубокий;глубже;короче;короткий;резкое;0.9101822376251221;: gram3-comparative;False
433;глубокий;глубже;проще;простой;сложная;0.8984347581863403;: gram3-comparative;False
434;глубокий;глубже;медленнее;медленный;медленный;0.978202760219574;: gram3-comparative;True
435;глубокий;глубже;меньше;маленький;чрезмер;0.9081514477729797;: gram3-comparative;False
436;глубокий;глубже;сильнее;сильный;сильный;0.9815452098846436;: gram3-comparative;True
437;глубокий;глубже;выше;высокий;высокую;0.9109456539154053;: gram3-comparative;False
438;глубокий;глубже;слабее;слабый;слабый;0.9896979331970215;: gram3-comparative;True
439;глубокий;глубже;шире;широкий;широкая;0.8806305527687073;: gram3-comparative;False
440;глубокий;глубже;моложе;молодые;старше;0.9325039386749268;: gram3-comparative;False
441;глубокий;глубже;хуже;плохой;плохой;1.0113643407821655;: gram3-comparative;True
442;глубокий;глубже;ярче;яркий;сильный;0.9198704361915588;: gram3-comparative;False
443;легко;легче;быстрее;быстрый;быстро;0.9632740020751953;: gram3-comparative;False
444;легко;легче;труднее;трудный;сложно;0.9151732921600342;: gram3-comparative;False
445;легко;легче;тяжелее;тяжелый;сильно;0.8862665295600891;: gram3-comparative;False
446;легко;легче;выше;высокий;упомянута;0.8994485139846802;: gram3-comparative;False
447;легко;легче;ниже;низкий;явно;0.8905099630355835;: gram3-comparative;False
448;легко;легче;быстрее;быстрый;быстро;0.9632740020751953;: gram3-comparative;False
449;легко;легче;короче;короткий;условно;0.8813133239746094;: gram3-comparative;False
450;легко;легче;проще;простой;неслож;0.8935136198997498;: gram3-comparative;False
451;легко;легче;медленнее;медленный;медленно;0.9002184271812439;: gram3-comparative;False
452;легко;легче;меньше;маленький;мало;0.8820440173149109;: gram3-comparative;False
453;легко;легче;сильнее;сильный;легкостью;0.9064105749130249;: gram3-comparative;False
454;легко;легче;выше;высокий;упомянута;0.8994485139846802;: gram3-comparative;False
455;легко;легче;слабее;слабый;слабой;0.9004581570625305;: gram3-comparative;False
456;легко;легче;шире;широкий;широкая;0.8615569472312927;: gram3-comparative;False
457;легко;легче;моложе;молодые;старше;0.8424711227416992;: gram3-comparative;False
458;легко;легче;хуже;плохой;плохо;0.9372396469116211;: gram3-comparative;False
459;легко;легче;ярче;яркий;ярко;0.9203165173530579;: gram3-comparative;False
460;легко;легче;глубже;глубокий;глубоко;0.927601158618927;: gram3-comparative;False
461;быстрый;быстрее;труднее;трудный;трудным;0.8431211113929749;: gram3-comparative;False
462;быстрый;быстрее;тяжелее;тяжелый;тяжелый;0.8743526935577393;: gram3-comparative;True
463;быстрый;быстрее;выше;высокий;ниже;0.8657780885696411;: gram3-comparative;False
464;быстрый;быстрее;ниже;низкий;низких;0.9065738916397095;: gram3-comparative;False
465;быстрый;быстрее;быстрее;быстрый;быстрым;0.9519802331924438;: gram3-comparative;False
466;быстрый;быстрее;короче;короткий;коротким;0.8405405282974243;: gram3-comparative;False
467;быстрый;быстрее;проще;простой;масштабная;0.8041396141052246;: gram3-comparative;False
468;быстрый;быстрее;медленнее;медленный;медленный;0.9266590476036072;: gram3-comparative;True
469;быстрый;быстрее;меньше;маленький;меньшим;0.8718339204788208;: gram3-comparative;False
470;быстрый;быстрее;сильнее;сильный;сильный;0.883407473564148;: gram3-comparative;True
471;быстрый;быстрее;выше;высокий;ниже;0.8657780885696411;: gram3-comparative;False
472;быстрый;быстрее;слабее;слабый;слабый;0.8988116979598999;: gram3-comparative;True
473;быстрый;быстрее;шире;широкий;широкая;0.8601775765419006;: gram3-comparative;False
474;быстрый;быстрее;моложе;молодые;старше;0.8886289000511169;: gram3-comparative;False
475;быстрый;быстрее;хуже;плохой;плохой;0.8920584321022034;: gram3-comparative;True
476;быстрый;быстрее;ярче;яркий;яркой;0.8479381203651428;: gram3-comparative;False
477;быстрый;быстрее;глубже;глубокий;глубокая;0.878305196762085;: gram3-comparative;False
478;быстрый;быстрее;легче;легко;быстрым;0.8147470355033875;: gram3-comparative;False
479;трудный;труднее;тяжелее;тяжелый;тяжелый;0.9781969785690308;: gram3-comparative;True
480;трудный;труднее;выше;высокий;отмечен;0.9117010235786438;: gram3-comparative;False
481;трудный;труднее;ниже;низкий;выше;0.874302089214325;: gram3-comparative;False
482;трудный;труднее;быстрее;быстрый;быстрый;0.9761580228805542;: gram3-comparative;True
483;трудный;труднее;короче;короткий;долгий;0.895301342010498;: gram3-comparative;False
484;трудный;труднее;проще;простой;трудные;0.8897421360015869;: gram3-comparative;False
485;трудный;труднее;медленнее;медленный;медленный;0.9459759593009949;: gram3-comparative;True
486;трудный;труднее;меньше;маленький;короткой;0.8561962842941284;: gram3-comparative;False
487;трудный;труднее;сильнее;сильный;сильный;0.9328280687332153;: gram3-comparative;True
488;трудный;труднее;выше;высокий;отмечен;0.9117010235786438;: gram3-comparative;False
489;трудный;труднее;слабее;слабый;сильный;0.9079711437225342;: gram3-comparative;False
490;трудный;труднее;шире;широкий;широкая;0.8653619885444641;: gram3-comparative;False
491;трудный;труднее;моложе;молодые;старше;0.9345296025276184;: gram3-comparative;False
492;трудный;труднее;хуже;плохой;трудное;0.9416617155075073;: gram3-comparative;False
493;трудный;труднее;ярче;яркий;яркие;0.9325516223907471;: gram3-comparative;False
494;трудный;труднее;глубже;глубокий;глубокий;0.9226390719413757;: gram3-comparative;True
495;трудный;труднее;легче;легко;трудных;0.8975140452384949;: gram3-comparative;False
496;трудный;труднее;быстрее;быстрый;быстрый;0.9761580228805542;: gram3-comparative;True
497;тяжелый;тяжелее;выше;высокий;упомянуто;0.8815488219261169;: gram3-comparative;False
498;тяжелый;тяжелее;ниже;низкий;низких;0.8855610489845276;: gram3-comparative;False
499;тяжелый;тяжелее;быстрее;быстрый;быстрый;0.9294490814208984;: gram3-comparative;True
500;тяжелый;тяжелее;короче;короткий;длительная;0.8395984768867493;: gram3-comparative;False
501;тяжелый;тяжелее;проще;простой;серьезная;0.8451166749000549;: gram3-comparative;False
502;тяжелый;тяжелее;медленнее;медленный;медленный;0.9120848178863525;: gram3-comparative;True
503;тяжелый;тяжелее;меньше;маленький;серьезной;0.8455453515052795;: gram3-comparative;False
504;тяжелый;тяжелее;сильнее;сильный;сильный;0.9008035063743591;: gram3-comparative;True
505;тяжелый;тяжелее;выше;высокий;упомянуто;0.8815488219261169;: gram3-comparative;False
506;тяжелый;тяжелее;слабее;слабый;подорв;0.9067500829696655;: gram3-comparative;False
507;тяжелый;тяжелее;шире;широкий;масштабный;0.8297272324562073;: gram3-comparative;False
508;тяжелый;тяжелее;моложе;молодые;старше;0.8889896869659424;: gram3-comparative;False
509;тяжелый;тяжелее;хуже;плохой;тяжелое;0.9212771654129028;: gram3-comparative;False
510;тяжелый;тяжелее;ярче;яркий;яркой;0.8608085513114929;: gram3-comparative;False
511;тяжелый;тяжелее;глубже;глубокий;глубокий;0.9229743480682373;: gram3-comparative;True
512;тяжелый;тяжелее;легче;легко;тяжело;0.8527516722679138;: gram3-comparative;False
513;тяжелый;тяжелее;быстрее;быстрый;быстрый;0.9294490814208984;: gram3-comparative;True
514;тяжелый;тяжелее;труднее;трудный;трудный;0.9062409400939941;: gram3-comparative;True
515;высокий;выше;ниже;низкий;высоким;0.9899325966835022;: gram3-comparative;False
516;высокий;выше;быстрее;быстрый;быстрый;1.0427737832069397;: gram3-comparative;True
517;высокий;выше;короче;короткий;длинная;0.8884702324867249;: gram3-comparative;False
518;высокий;выше;проще;простой;высокая;0.8945561051368713;: gram3-comparative;False
519;высокий;выше;медленнее;медленный;медленный;0.9516364336013794;: gram3-comparative;True
520;высокий;выше;меньше;маленький;высока;0.9080709218978882;: gram3-comparative;False
521;высокий;выше;сильнее;сильный;высокая;0.9429049491882324;: gram3-comparative;False
522;высокий;выше;выше;высокий;высокая;0.9801862835884094;: gram3-comparative;False
523;высокий;выше;слабее;слабый;сильный;0.9102093577384949;: gram3-comparative;False
524;высокий;выше;шире;широкий;широкая;0.866975724697113;: gram3-comparative;False
525;высокий;выше;моложе;молодые;высоким;0.8952518105506897;: gram3-comparative;False
526;высокий;выше;хуже;плохой;низкая;0.9131771326065063;: gram3-comparative;False
527;высокий;выше;ярче;яркий;высокая;0.9127426743507385;: gram3-comparative;False
528;высокий;выше;глубже;глубокий;глубоким;0.8825541138648987;: gram3-comparative;False
529;высокий;выше;легче;легко;быстрее;0.9158580303192139;: gram3-comparative;False
530;высокий;выше;быстрее;быстрый;быстрый;1.0427737832069397;: gram3-comparative;True
531;высокий;выше;труднее;трудный;высокая;0.886264443397522;: gram3-comparative;False
532;высокий;выше;тяжелее;тяжелый;тяжелый;0.9165580868721008;: gram3-comparative;True
533;низкий;ниже;быстрее;быстрый;быстрый;0.9127609133720398;: gram3-comparative;True
534;низкий;ниже;короче;короткий;короткая;0.865436851978302;: gram3-comparative;False
535;низкий;ниже;проще;простой;труднее;0.8222785592079163;: gram3-comparative;False
536;низкий;ниже;медленнее;медленный;медленный;0.9342480301856995;: gram3-comparative;True
537;низкий;ниже;меньше;маленький;низкую;0.9199092984199524;: gram3-comparative;False
538;низкий;ниже;сильнее;сильный;сильней;0.8715748190879822;: gram3-comparative;False
539;низкий;ниже;выше;высокий;низким;0.8605356812477112;: gram3-comparative;False
540;низкий;ниже;слабее;слабый;слабую;0.9737395644187927;: gram3-comparative;False
541;низкий;ниже;шире;широкий;широкая;0.7820609211921692;: gram3-comparative;False
542;низкий;ниже;моложе;молодые;старше;0.8499456644058228;: gram3-comparative;False
543;низкий;ниже;хуже;плохой;плохой;0.9581546783447266;: gram3-comparative;True
544;низкий;ниже;ярче;яркий;сильнее;0.7963504791259766;: gram3-comparative;False
545;низкий;ниже;глубже;глубокий;глубокий;0.8608430624008179;: gram3-comparative;True
546;низкий;ниже;легче;легко;труднее;0.842826783657074;: gram3-comparative;False
547;низкий;ниже;быстрее;быстрый;быстрый;0.9127609133720398;: gram3-comparative;True
548;низкий;ниже;труднее;трудный;низкую;0.9236634373664856;: gram3-comparative;False
549;низкий;ниже;тяжелее;тяжелый;тяжелыми;0.9293314218521118;: gram3-comparative;False
550;низкий;ниже;выше;высокий;низким;0.8605356812477112;: gram3-comparative;False
551;быстрый;быстрее;короче;короткий;коротким;0.8405405282974243;: gram3-comparative;False
552;быстрый;быстрее;проще;простой;масштабная;0.8041396141052246;: gram3-comparative;False
553;быстрый;быстрее;медленнее;медленный;медленный;0.9266590476036072;: gram3-comparative;True
554;быстрый;быстрее;меньше;маленький;меньшим;0.8718339204788208;: gram3-comparative;False
555;быстрый;быстрее;сильнее;сильный;сильный;0.883407473564148;: gram3-comparative;True
556;быстрый;быстрее;выше;высокий;ниже;0.8657780885696411;: gram3-comparative;False
557;быстрый;быстрее;слабее;слабый;слабый;0.8988116979598999;: gram3-comparative;True
558;быстрый;быстрее;шире;широкий;широкая;0.8601775765419006;: gram3-comparative;False
559;быстрый;быстрее;моложе;молодые;старше;0.8886289000511169;: gram3-comparative;False
560;быстрый;быстрее;хуже;плохой;плохой;0.8920584321022034;: gram3-comparative;True
561;быстрый;быстрее;ярче;яркий;яркой;0.8479381203651428;: gram3-comparative;False
562;быстрый;быстрее;глубже;глубокий;глубокая;0.878305196762085;: gram3-comparative;False
563;быстрый;быстрее;легче;легко;быстрым;0.8147470355033875;: gram3-comparative;False
564;быстрый;быстрее;быстрее;быстрый;быстрым;0.9519802331924438;: gram3-comparative;False
565;быстрый;быстрее;труднее;трудный;трудным;0.8431211113929749;: gram3-comparative;False
566;быстрый;быстрее;тяжелее;тяжелый;тяжелый;0.8743526935577393;: gram3-comparative;True
567;быстрый;быстрее;выше;высокий;ниже;0.8657780885696411;: gram3-comparative;False
568;быстрый;быстрее;ниже;низкий;низких;0.9065738916397095;: gram3-comparative;False
569;короткий;короче;проще;простой;долгий;0.8702039122581482;: gram3-comparative;False
570;короткий;короче;медленнее;медленный;медленный;0.9568657279014587;: gram3-comparative;True
571;короткий;короче;меньше;маленький;короткие;0.8880338072776794;: gram3-comparative;False
572;короткий;короче;сильнее;сильный;сильный;0.874941349029541;: gram3-comparative;True
573;короткий;короче;выше;высокий;высокую;0.8666009306907654;: gram3-comparative;False
574;короткий;короче;слабее;слабый;слабых;0.8898431658744812;: gram3-comparative;False
575;короткий;короче;шире;широкий;короткого;0.8328050374984741;: gram3-comparative;False
576;короткий;короче;моложе;молодые;старше;0.8939718008041382;: gram3-comparative;False
577;короткий;короче;хуже;плохой;плохие;0.903858482837677;: gram3-comparative;False
578;короткий;короче;ярче;яркий;длительную;0.8468998670578003;: gram3-comparative;False
579;короткий;короче;глубже;глубокий;глубокий;0.8703381419181824;: gram3-comparative;True
580;короткий;короче;легче;легко;длительный;0.8582044839859009;: gram3-comparative;False
581;короткий;короче;быстрее;быстрый;быстрый;0.9671056866645813;: gram3-comparative;True
582;короткий;короче;труднее;трудный;трудный;0.9176633954048157;: gram3-comparative;True
583;короткий;короче;тяжелее;тяжелый;тяжелый;0.9250122904777527;: gram3-comparative;True
584;короткий;короче;выше;высокий;высокую;0.8666009306907654;: gram3-comparative;False
585;короткий;короче;ниже;низкий;низких;0.9011631608009338;: gram3-comparative;False
586;короткий;короче;быстрее;быстрый;быстрый;0.9671056866645813;: gram3-comparative;True
587;простой;проще;медленнее;медленный;медленно;0.8839583396911621;: gram3-comparative;False
588;простой;проще;меньше;маленький;пустой;0.917743980884552;: gram3-comparative;False
589;простой;проще;сильнее;сильный;единственной;0.8275389671325684;: gram3-comparative;False
590;простой;проще;выше;высокий;элементарной;0.8651102185249329;: gram3-comparative;False
591;простой;проще;слабее;слабый;пустой;0.9465017914772034;: gram3-comparative;False
592;простой;проще;шире;широкий;простом;0.8439469337463379;: gram3-comparative;False
593;простой;проще;моложе;молодые;исключая;0.8327552676200867;: gram3-comparative;False
594;простой;проще;хуже;плохой;пустой;0.9677165746688843;: gram3-comparative;False
595;простой;проще;ярче;яркий;исключительно;0.8312045335769653;: gram3-comparative;False
596;простой;проще;глубже;глубокий;чисто;0.8696191310882568;: gram3-comparative;False
597;простой;проще;легче;легко;простые;0.8587042689323425;: gram3-comparative;False
598;простой;проще;быстрее;быстрый;простые;0.8487208485603333;: gram3-comparative;False
599;простой;проще;труднее;трудный;пустой;0.9018235802650452;: gram3-comparative;False
600;простой;проще;тяжелее;тяжелый;пустой;0.8710174560546875;: gram3-comparative;False
601;простой;проще;выше;высокий;элементарной;0.8651102185249329;: gram3-comparative;False
602;простой;проще;ниже;низкий;пустой;0.8912965059280396;: gram3-comparative;False
603;простой;проще;быстрее;быстрый;простые;0.8487208485603333;: gram3-comparative;False
604;простой;проще;короче;короткий;простая;0.877872884273529;: gram3-comparative;False
605;медленный;медленнее;меньше;маленький;небольшой;0.8586072325706482;: gram3-comparative;False
